Algorithm,Plaintext,Ciphertext,Key
CAST5,15307dbfaa1c1e70d4e4837e471b439105ad3a7fd9fc40b752af,F9 95 DA D3 9E 56 ED 9C 31 48 5D E0 95 36 B4 77 07 65 28 AE 4A 53 9F 7E F7 7F EA 60 4F C6 28 95 67 54 AA 37 7A B4 75 C0 FC CF FF 17 40 FC F1 9C CF 9F,f6a28fd0b0a3d22e6097cc039348b12e
Blowfish,15307dbfaa1c1e70d4e4837e471b439105ad3a7fd9fc40b752af,53 93 62 F0 5F 39 09 60 4B 41 AA 3C AD 8D F9 FA B6 4F 22 A3 9B 44 DE 65 87 88 AC DD 83 AC EA BB 22 C9 9D F0 B7 C9 25 89 2F 31 48 DB 8E D3 16 05 34 4C,75e5a8727659fa40af8a7d86b45c5fcb
ChaCha20,15307dbfaa1c1e70d4e4837e471b439105ad3a7fd9fc40b752af,2C C2 E5 BA 7B BA 11 64 CF 3A A1 F1 AF AF 2B CA 09 D8 AE 2F 6D AD EE 76 B1 30 77 A2 61 D1 02 28 EB FB,7c3a52708b4e8d7c1dc0ff8c2b4321f587a847c50ad067b13594f2b847be3077
RC4,15307dbfaa1c1e70d4e4837e471b439105ad3a7fd9fc40b752af,02 9C 3A F1 64 BC B5 DC 5A 2A 29 B4 22 30 FA 10 D1 A5 F4 A4 D5 EF 04 7C C5 9E,9e2f2d3db300462bdb99c39729b8fcc5
AES,7588c347ee081ec9,87 5F D9 40 19 44 D9 1B 7F AA 8B FE 87 D4 8B B6 09 40 A1 35 98 6F F4 90 98 9A 14 2A 88 8C FA 66 EF 60 78 57 6D 63 75 6C,5ba8acf8a51bec8601116c79cec73c81
3DES,7588c347ee081ec9,DF 57 68 BB D3 7E 2C 57 D8 B3 83 98 CF 00 B3 B1 DC 0A 17 59 3F 6A A8 B2 8F E1 06 14 35 C6 B7 B1,9bd32f1a89013dc723cecd4a04a7d07602eafb5164926b6e
CAST5,7588c347ee081ec9,78 AC 76 9D 99 6E 2C E5 5F F0 1A CF B3 4E F9 D1 05 99 5B 2A 5F 58 ED F9 70 4A 24 3D 02 BC 14 68,c02c55daaa85366b504f60e6e57d772e
Blowfish,7588c347ee081ec9,FF DA C7 9A 84 9C E7 D1 A5 48 10 71 DF 59 E4 3F 1C 3D 7A 36 31 11 91 78 68 BE BF 24 80 17 D6 39,7c3830ea451c3bc94410d8a344edd4d5
ChaCha20,7588c347ee081ec9,CE D2 D8 57 4C 8C C5 DC 77 8A 1D 78 0C 3E EA 58,e67c5c35d526471923296cd3a5ded690702d9279806c18da647c3a7abef09c42
RC4,7588c347ee081ec9,5B 42 1A 2E 98 5F A0 AB,4b369a10f8164c01673d4afa8ecabc8e
AES,ac3fe93aa45cbe8622b8b0bde9e2,51 7F 9E 09 2E 33 F1 B5 5A 1C 96 E8 EA F0 17 5A F9 C3 2D 28 15 B5 D3 97 89 D1 2C FE C6 89 A7 F6 9C 82 88 31 F4 58 26 1A 9C 74 77 31 F8 F2,f7b03cd6f1a1e952282141e7aa34041c
3DES,ac3fe93aa45cbe8622b8b0bde9e2,23 DB 9E 17 BE 22 AB 45 CC F7 8C BD 09 67 09 41 5D 06 63 F9 43 88 C7 01 EB 09 94 03 4E 85 FE F2 96 11 51 7F C4 7E,f45bb99729c12cc280571fa240f215ece3f4295dc4101591
CAST5,ac3fe93aa45cbe8622b8b0bde9e2,1D 93 DF 15 F0 CC D2 2C 62 C4 36 C2 9C E8 28 CC 94 EF A2 E6 D8 DB B4 95 9A C6 54 5D BF 7C 99 D3 D1 7C E6 2A 17 CC,583d9a6cf178539917584de5d43daca4
Blowfish,ac3fe93aa45cbe8622b8b0bde9e2,CA C3 FD 0E CF 53 25 23 DC 37 50 B2 BB F3 B2 15 2B BD 1C 55 7A 68 AE 07 78 98 06 C2 C6 77 49 68 39 0D 6E 4B 9D B9,8cd3bcae263e2da5119d12f6e729d427
ChaCha20,ac3fe93aa45cbe8622b8b0bde9e2,1A DE 38 50 96 7D 7F 61 EE 2C D7 00 1D 05 78 F4 96 3E C6 87 D5 1B,620edd9df1c0efa95ce93b15c42867530aba70f39a6d3c5d9adcbf7ef51967b2
RC4,ac3fe93aa45cbe8622b8b0bde9e2,9F 37 C5 DE FF B2 1C F0 F4 D5 B4 11 23 90,8e8ae8a9cf029dd6f7151d9a4c3a9fd8
AES,9fb2239fe39b254d316a31d68666a2f98b51c3999e8567,EC A9 DB 2F 99 0B 93 9A DA 5A CA 6A 6B DF C5 21 70 61 C8 31 74 AB 37 98 41 E3 67 74 06 78 9D 8F 65 76 BC A5 1B 92 D8 1E 4D 21 49 9C AB 4F B4 70 05 5C 46 58 7D 29 0D,a986edd738b57625a1286eb43120f3c9
3DES,9fb2239fe39b254d316a31d68666a2f98b51c3999e8567,87 A5 79 21 A3 B8 C2 C0 B6 27 48 07 CF 05 31 84 02 99 83 6F 12 2C BF 1C F5 02 EC D0 44 5A E1 81 7C 7A 05 96 E3 B4 55 F6 B9 B2 DF A9 91 0E 3C,292ffdf4e9adcb6149156119ef85ad8629e6ea2a07a78525
CAST5,9fb2239fe39b254d316a31d68666a2f98b51c3999e8567,87 4C 38 11 55 3A 36 C6 C9 5D 93 C6 30 B4 7D B4 D6 A2 99 0E 11 0E 0C 6E FD BE D3 36 73 3F EF 5D 9F 9D 63 55 3D CE 64 EF 52 FE 86 38 B6 F3 06,3a314508a6f5cc7b5a8e1469501b889d
Blowfish,9fb2239fe39b254d316a31d68666a2f98b51c3999e8567,57 02 26 46 FB 5A 88 F0 49 2D 13 98 8E E2 83 39 2D 8A 68 B3 27 10 B2 C8 EE 78 7E 5B 4B DD 53 EA 0E 6B 30 4B E7 D3 99 0A F4 F9 A0 01 72 2D 50,48e39415ced5cde8721d2b1643d58029
ChaCha20,9fb2239fe39b254d316a31d68666a2f98b51c3999e8567,33 19 66 1C F3 7B 4C 5A D9 4C 02 3A F2 36 F4 1D B9 7F FD 1C 43 EC 1D AB 69 92 7D 26 3B BC E7,a49b640a54c6147b39d9acf655b720d574b51f053799824830c89ca4181ee223
RC4,9fb2239fe39b254d316a31d68666a2f98b51c3999e8567,29 8D 16 91 A7 3E 66 91 A1 4A BA FA 0F E0 CD 4E 7F 80 B9 A0 0E 8C CF,39d68bf8942400fdc71af559ba5d0f6d
AES,d4952b3dd774791e66913f42f6c8203cd074c0,18 B3 35 6C 38 75 1E 08 65 54 38 76 DB 25 F6 0C 25 A6 CD 69 18 EC FE A6 99 A9 98 B4 0F 25 AD 74 A1 18 96 4E 1D AF 40 4D 7B 9F 45 DF D9 76 47 BE 2E BC 58,536fa7de3cef0c08c74afcd6006a5adc
3DES,d4952b3dd774791e66913f42f6c8203cd074c0,A1 1D 2A 7D 16 80 D6 3A 92 FB AB BA 3E 8D 67 B2 C2 04 CE BF 9C 36 17 47 99 AA 99 2C 07 73 A8 48 81 D2 DC CF CD 8C 3C 54 98 6E A8,ad454325c1a1a10d987540d61943610eb983153192bc2501
CAST5,d4952b3dd774791e66913f42f6c8203cd074c0,AC 7A 6F EA B7 E5 9B C6 0D 26 A8 29 A8 D5 16 4F B4 CB A4 7C FE E6 CA 1C BA CA F2 68 3F 75 EA 9A 9A 26 3D AE 3D F7 4B 90 D3 D8 06,2e5f09064745ff8ba1e675d69c5886c4
Blowfish,d4952b3dd774791e66913f42f6c8203cd074c0,B5 7F E1 BC 18 24 5F 75 74 9E E0 50 5A 98 1B 8D 1D 43 52 EB 06 03 47 A2 CB 8D FB 1C 71 76 F8 EE C5 E6 81 25 03 CE E1 9D 07 17 BC,b44d5d01afcd9a4423d878f94fa32aa3
ChaCha20,d4952b3dd774791e66913f42f6c8203cd074c0,0B 02 E4 8F A8 88 B1 76 22 24 94 82 B0 4B 8B EB 8A 55 BB 38 A6 56 4F 6B 59 16 1A,249f2cb2611b6f9d07623dceb2e888b6749f672c08d5c47515d540ea756ecf8a
RC4,d4952b3dd774791e66913f42f6c8203cd074c0,C7 32 42 24 62 67 96 57 C3 8C 48 C8 96 F4 F8 D7 90 81 CB,056681f9805e81ef1a7feedab3f00842
AES,4ad76271c1f8cf312e29ce792665,A9 F5 68 5B 92 BA CE 65 70 41 0E E8 6C A1 B6 27 E8 4F 63 67 9A 44 A5 4A 93 ED 63 21 D6 D8 8E 12 7F AB 92 1F E7 5D 9E CB FE FD D6 CB 91 1A,89e68e80894d7933d76398fe995cac04
3DES,4ad76271c1f8cf312e29ce792665,3D D7 F9 F5 87 DA 2A 44 13 C4 8D C5 BF 4C 1E 32 6E 67 3F C2 92 2C 5D CB 6A 58 4D 89 85 F9 2C E5 A3 2A 32 D8 0B 04,20bad3adb92f867a625d3ea20e3857349ecb3dbc46ce6d3b
CAST5,4ad76271c1f8cf312e29ce792665,96 12 5D A4 DF 78 C4 01 38 90 36 08 43 7D A1 20 F8 A9 8B 3F 3B 2D 04 19 D9 00 6D 51 56 EC C1 4B A7 03 74 E0 29 39,03c9b645f8db548a334db3c2a5c16e02
Blowfish,4ad76271c1f8cf312e29ce792665,0F 58 CF B7 F5 BC FC 1C 45 E8 52 E4 F8 E0 0A 89 23 D3 1D 34 94 EB 18 98 DE 23 A5 5D 07 C0 9E 11 2D BA 67 A9 4C F5,a824610fb933a7bfd8ea4a9de4140c0d
ChaCha20,4ad76271c1f8cf312e29ce792665,99 D3 FB DB 54 3D 86 FD 28 2C EC FF 6F F1 A6 A1 6C 9E 1D 9E B7 10,daf3469384e47ab94d034bbfbeb2da30593e425c932d1edfbd21305d6cc1dae1
RC4,4ad76271c1f8cf312e29ce792665,A2 61 BD EA 73 90 CA 81 3E 81 C5 2E 69 B0,6e95ca1dbc88b9de54415a22daa6c8d3
AES,bc95478767542d0d387a49eeb0,73 C9 48 85 27 DC 97 F2 C8 90 2F F4 FC D9 A5 46 56 3E 9B 4A 4C 04 28 BA 6C CD 79 8D EF A6 05 2C 2A 2E 2D 7C 43 BC 3E 82 CE 99 37 69 29,6ea841c29badce2a4382875e975b2d48
3DES,bc95478767542d0d387a49eeb0,8D 1B 68 69 CD AB 45 3A E8 A6 D6 97 C6 D4 7C B9 47 FA F9 1C EE 60 98 F4 2B 85 27 58 23 BA 51 B8 77 77 1D E4 E7,980d792a1f5b3186ecbafdb3e61af1daf1bf5494078a6d51
CAST5,bc95478767542d0d387a49eeb0,F6 9B E0 60 ED EC 97 40 7C 91 8E 15 0E 95 C2 F4 8B FE A2 20 7B 49 39 B2 BE BA D1 09 CB F2 2C DC EF 4A 5C 26 95,a9252c311b95f426757ca03624e47246
Blowfish,bc95478767542d0d387a49eeb0,D1 F9 5A AB 22 1D DB 4A B0 E4 7C 6A FA C7 D6 BF BF F9 42 3C F7 83 86 C6 3E 85 D4 F6 B3 5A D3 1A 46 F4 8C D0 FD,6d3bb4f61d8d1f11bd1530c0f9ba3b06
ChaCha20,bc95478767542d0d387a49eeb0,99 45 66 BA 67 56 45 D6 F1 45 E8 47 15 51 71 FF 16 11 78 82 D5,5572c55de931d600006be70770870f93782c6fd7ca76f223e77f7973d7aef454
RC4,bc95478767542d0d387a49eeb0,7F 80 72 96 EF B9 BA A2 F2 E6 04 39 4B,cf050d4c1c3acb19fe1e6692d218ac03
AES,db0c465b4672940ef83a41fedfb5cb34,45 54 4C 92 5C EC EC 2D E4 71 12 6F 7D DD 46 89 E1 57 55 59 6A 2C 94 41 BF 4B AE CA B5 45 71 F7 AF 70 61 7F 76 6D 0E D4 4F AF 48 CE 03 5D EE A2,a56c296f9b7e4ac4bba4eb29645f27cd
3DES,db0c465b4672940ef83a41fedfb5cb34,C2 2B 76 99 E5 EC FD D9 D0 17 91 B3 66 5C E7 07 6E 40 B1 A3 DD 22 B7 8A 48 E2 BB 1B 8E C4 E2 F5 1F FD 3F 1C 77 4D A3 C4,67f24aef297c7ff8fec85ee5b5254fb5a1546b62494a3eb9
CAST5,db0c465b4672940ef83a41fedfb5cb34,F5 35 A5 A5 32 53 38 41 DD CD 27 26 66 03 31 90 32 6A B1 52 65 3C 9B EB C3 16 2B 72 39 3F 8B 6B 89 4E E1 71 55 93 AE AA,1afb70a7be5e959379d00871fcfbaf96
Blowfish,db0c465b4672940ef83a41fedfb5cb34,E7 D5 1F 62 88 54 F0 8F 38 7E 30 AA 73 75 B6 6E 01 13 94 F4 9A BC A9 4F 4A E6 FB BA F9 20 C2 D2 EF D9 0B 39 F8 A8 FB 76,2f337a856922e19880d06d274cdf272a
ChaCha20,db0c465b4672940ef83a41fedfb5cb34,4E 8F 33 7E 56 1E CD 09 F1 57 54 9F 87 D0 A4 D2 FD FB 88 C6 F5 4D BD 5F,8862fd057b855e95e816d26f4a45d7e7ba918cae886d781af18eb66edabb8c64
RC4,db0c465b4672940ef83a41fedfb5cb34,73 1D FA 0D E9 D1 CC 07 0C 35 EC 4F BF 6E 3E 6A,a89ee311dea26be99519ee60b3896998
AES,a490ca752cda77ece5fbf7ff16eb48eb525854e587728c16625b,92 7F AA 39 B6 BE 33 5D 9F BC 0C BB B5 52 AC F1 17 E8 01 F2 0C E0 A7 A4 FB 6B A4 52 59 0F 8A 84 64 51 6B 8D F1 D6 93 1C D8 B4 F3 BC CC F9 F6 84 79 F9 C2 4E 06 89 3B 5C 89 C8,812b7c74e09b0330c3001c238a39958f
3DES,a490ca752cda77ece5fbf7ff16eb48eb525854e587728c16625b,A8 4F A0 FB 4B 6A BF 35 9E 6A 19 F2 31 53 BA B5 FE 55 F2 2E 7B 21 89 CE DE 4A 6E 12 74 A3 BA 39 ED 69 16 81 D4 B9 A0 20 2E A1 56 72 A7 1A D6 94 48 99,6da719a492efb938df911f8cdca2e6e6fd318ae3c47f251f
CAST5,a490ca752cda77ece5fbf7ff16eb48eb525854e587728c16625b,3A A8 B5 D2 50 24 7E 54 F1 29 82 44 E2 7B A5 D3 C1 BD 9F 05 DA 8E 73 37 66 90 31 D4 C4 53 54 B6 78 B7 5B CF AE BB 4F CF 9A 51 11 6C F0 DD A4 A6 05 E8,02e583a596dc55d004a7eb1fcb031600
Blowfish,a490ca752cda77ece5fbf7ff16eb48eb525854e587728c16625b,23 C5 37 CA EF BD 72 5C B6 F1 21 66 0D 27 43 A4 E9 FE 0B A6 46 A3 5E B5 3B 91 A2 38 0E D7 90 8D 24 E6 FF 66 C2 15 D9 17 34 A7 50 85 72 D1 D8 3C FA 26,d258a35f30b68b0aa571ee63cbfdffbe
ChaCha20,a490ca752cda77ece5fbf7ff16eb48eb525854e587728c16625b,EB E0 B5 9F DE FE A4 78 7E 76 6C 0F 50 18 34 B4 93 0F C1 59 F1 5A FD CF A6 F2 8A 78 72 D6 A7 E0 04 0D,7a42356e6587e6e0cfc42c746edee1263c0ef0fb321be7d67a6e137d4ede51a4
RC4,a490ca752cda77ece5fbf7ff16eb48eb525854e587728c16625b,8A 6A 40 4F 41 25 7B F7 52 26 DB 55 62 C3 E7 66 FE 64 8C 9C 12 0A 8C 2C 6C 80,3dc8d9dd0f6827efd94c58818ad6339f
AES,07556676153687d3cdd16c41f414c77a,B2 B0 31 73 6C 8E 36 A9 FF DB 47 9D 4C 17 AD 27 C6 A7 E5 E7 6B 92 97 0F 63 F5 82 AD 7F 6D 29 EA F6 5D 88 E4 74 01 D9 E7 0A 7F DC 87 2F 82 80 7E,66852a363754b2117cd9407cfb1e575b
3DES,07556676153687d3cdd16c41f414c77a,29 6B 35 FB 53 AC 9E 70 CE EA F4 FF 32 1B 1F 69 3D 9B 3C 25 6E 80 22 6F 11 56 46 98 A5 58 01 95 E3 B5 03 DA 6E BC 59 46,207c2316f1a15ba85116a492739b468afd37fec2832320a7
CAST5,07556676153687d3cdd16c41f414c77a,E9 12 E5 4D 58 A1 E7 B6 02 6B 8E AF FE 6C 26 DC 47 25 0B 0C E2 EB D6 73 94 67 D2 92 D3 7A 2B AD 4D FA 5B 75 16 74 7D 64,8542aca93d6d9cb278943f4d768ad4e2
Blowfish,07556676153687d3cdd16c41f414c77a,1D D1 02 97 3F C6 5A 41 94 85 84 2E 14 8B 6B B6 78 2C 13 CC CD A5 C3 61 EF 50 B6 27 AD B7 17 5D F3 5D FC 2F 9A 06 D3 6F,fc739bc93980cfaef29cef159ed29796
ChaCha20,07556676153687d3cdd16c41f414c77a,CD 36 05 74 00 73 3D 16 C0 A5 C9 83 26 7F 61 7C 68 24 24 E2 BC 4D 20 D6,f9359976f9839d92e49641b6c6e2a66b640225437a9e600b95eabd80c544e4dd
RC4,07556676153687d3cdd16c41f414c77a,A4 71 CA 01 74 64 D2 6E 69 84 85 11 2F 41 A8 AD,62d14a7abe3152cd2bc44ad70c92c88c
AES,c14144e34aaa775d8f,E7 5C DF 52 2F 77 67 00 56 52 70 98 C8 B1 F1 E3 22 BD A5 CE 81 8A 3A C4 4B 0D 3E 44 63 17 61 6D 4E 8B 9A 2B FC B6 F0 DD 93,b0904eb9cbadd648e1c8f616fc51762a
3DES,c14144e34aaa775d8f,80 B1 1F E4 B8 BE D7 F6 91 E6 6F 1D 03 94 DC 9B CC AF F7 4F D0 34 35 10 8F B2 30 42 C2 56 6B 4A 85,7f13b052e501c71ac88668f21573a8fe38f82f54b0518f40
CAST5,c14144e34aaa775d8f,86 8D B6 B2 08 D6 7A B1 D4 17 EB 73 67 78 9D 18 63 0F 79 75 59 85 21 7F 53 F8 8B 4D D2 FC BE C6 86,4c6311caa7131797021d81ead36c849e
Blowfish,c14144e34aaa775d8f,42 84 31 06 A1 9E FA 45 48 E9 FD 63 4C D0 60 BD 68 BA B2 79 E9 2E 05 0A 6F 9B 27 29 E1 49 E1 7C DB,aa859766409e434da1ac3643bf4eb2a5
ChaCha20,c14144e34aaa775d8f,BD AF 22 E5 2B 27 BC 4F 11 47 63 E2 C3 AC DE 39 39,9aa912c3474dfe1df7d6d1b8900eea9578afee0847dcf83eab4da3f9e54c06e1
RC4,c14144e34aaa775d8f,48 06 CD 36 94 74 37 47 BA,e226f08d81a96390e2d6fba56ebe8fe9
AES,bcab0aef0bb9a4a2c6ff1ea2dcb53d1564d53bfd6c05d08e0149f3,3D C6 8D AF 4B 87 F7 C5 D3 3F 40 5B D2 8C 26 4E CD 22 78 12 A4 EF 05 EE D4 C9 BA 20 DD D8 81 49 21 6A B7 29 1D F6 DF A4 02 1C B6 2D D3 48 82 86 5C 5E 08 9B CB FF E0 98 11 E4 94,d62b3d422dd27153089a8c48e354befb
3DES,bcab0aef0bb9a4a2c6ff1ea2dcb53d1564d53bfd6c05d08e0149f3,30 73 31 B3 97 CF 53 38 AA 36 5A 27 66 D8 87 D9 6C CD 61 73 C9 30 DB B3 60 02 BB C2 FB BC F1 39 D3 2F 55 C5 36 92 61 EF 15 E2 6B A6 9E 66 EE A9 B2 CA F6,0e3da4831f2f2af87ae96757620e94d391676b8a492f51a2
